"compound","Compound_Name","Smiles","match_type","mz","rt"
1949,"3-hydroxy-4-O-beta-D-(6-O-caffeoylglucopyranosyl)benzyl vanilloate|litseaefoloside C","COc1cc(ccc1O)C(=O)OCc2ccc(OC3OC(COC(=O)C=Cc4ccc(O)c(O)c4)C(O)C(O)C3O)c(O)c2","in silico UNPD",613.154754,10.901404
1971,"Epigallocatechin(4beta??)catechin|epigallocatechin-(4beta->8)-catechin|prodelphinin","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4cc(O)cc(O)c34)c5cc(O)c(O)c(O)c5)c2OC1c6ccc(O)c(O)c6","in silico UNPD",593.128933,4.519544
1975,"5,6,7-trihydroxy-2-[4-({5-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-alpha-L-arabinofuranosyl}oxy)phenyl]-4H-1-benzopyran-4-one|scutellarein-4'-O-alpha-L-[5''-O-(E)-p-coumaroyl]arabinofuranoside","OC1C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc3ccc(cc3)C4=CC(=O)c5c(O)c(O)c(O)cc5O4)C1O","in silico UNPD",563.1186,17.669
1976,"Di_Catechin_Type_B_Gallate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O","in silico",881.154,10.189967
1992,"MoNA:2871079 (+/-)-Catechin","N/A","GNPS databases",289.070556,7.743704
2003,"ReSpect:PT209220 Kaempferol-3-O-alpha-L-arabinoside|Kaem-3-Ara|Kaempferol-3-O-alpha-L-arabinopyranoside|5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one","C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O","GNPS databases",417.081473,12.94507
2011,"DiCE_DiGluc_DiCinnamate","c12c(c(cc(c1)OC(=O)/C=C/c1ccccc1)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1ccc(c(c1)O)OCC1OC(O)C(O)C(C1OC1OC(C(C(C1O)O)O)CO)O)O","mass_only",1161.323379,19.530929
2018,"Di_Afzelechin_Type_B_Hexose_Coumarate,Afzelechin_Catechin_Type_B_Hexose_Cinnamate,Afzelechin_Catechin_Type_B_Deoxyhexose_Coumarate,Afzelechin_Gallocatechin_Type_B_Deoxyhexose_Cinnamate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(cc1)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)CO)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccccc1)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)O)C)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC1C(O)OC(C(C1O)OC(=O)/C=C/c1ccccc1)C)CC(C(O2)c1ccc(cc1)O)O","mass_only",853.2334,16.9547
2031,"4'_methyl_Myricetin_Hexose_Coumarate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO","mass_only",639.13405,17.692025
2033,"3-O-(beta-D-glucopyranosyl)-catechin-(4alpha->8)-catechin|3-O-<beta-D-glucopyranosyl>-catechin-(4alpha->8)-catechin","OCC1OC(OC2C(Oc3cc(O)cc(O)c3C2c4c(O)cc(O)c5CC(O)C(Oc45)c6ccc(O)c(O)c6)c7ccc(O)c(O)c7)C(O)C(O)C1O","in silico UNPD",739.185972,7.696478
2036,"Di_Hydro_Quercetin_Gallate_Gallate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","in silico",607.0715,15.539184
2042,"epicatechin-(4beta-8)-gallocatechin|epicatechin-(4beta->8)-gallocatechin|[4,8]-2,3-cis-3,4-trans-2'',3''-cis-(?)-epicatechin-(?)-epigallocatechin","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4cc(O)cc(O)c34)c5ccc(O)c(O)c5)c2OC1c6cc(O)c(O)c(O)c6","in silico UNPD",593.129463,4.76655
2050,"epicatechin-(4beta-6)-epicatechin-(4beta-8)-epecatechin","OC1Cc2c(O)c(O)cc(C3C(O)C(Oc4cc(O)c(C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c(O)c34)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9","in silico UNPD",865.1968,4.195327
2051,"(10E,15Z)-9,12,13-trihydroxy-10,15-octadecadienoic acid|(9R,10E,12S,13S,15Z)-9,12,13-Trihydroxy-10,15-octadecadienoic acid|9,12,13-Trihydroxy-10,15-octadecadienoic acid|9,12,13-Trihydroxy-octadeca-trans-10,cis-15-dieno-saeure|9,12,13-Trihydroxy-trans-10,cis-15-octadecadiensaeure|9,12,13-trihydroxyoctadeca-10(E),15(Z)-dienoic acid","CCC=C/CC(O)C(O)C=CC(O)CCCCCCCC(=O)O","in silico UNPD",327.216623,19.0724
2058,"kandelin B-4","OC1Cc2c(O)c(C3C(O)C(Oc4c(ccc(O)c34)C5C(O)C(Oc6c5c(O)cc7OC(=O)CC(c8ccc(O)c(O)c8)c67)c9ccc(O)c(O)c9)c%10ccc(O)c(O)c%10)c(O)cc2OC1c%11ccc(O)c(O)c%11","in silico UNPD",1011.2338,14.4503
2060,"D-Pyranose-6-O-(3,4-Dihydroxycinnamoyl)glucose","OC1OC(COC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O","in silico UNPD",341.08685,6.0686
2062,"Quercetin_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",453.0443,10.9269
2064,"Epicatechin-(2?????,4???)-epicatechin-(2?????,4???)-epicatechin","OC1Cc2c(O)cc3OC4(Oc5cc6OC7(Oc8cc(O)cc(O)c8C(C7O)c6c(O)c5C(C4O)c3c2OC1c9ccc(O)c(O)c9)c%10ccc(O)c(O)c%10)c%11ccc(O)c(O)c%11","in silico UNPD",861.1673,12.3261
2066,"julibroside B1","CC1(C)C(CCC2(C)C1CCC3(C)C2CC=C4C5CC(C)(CO)C6CC5(C(CC34C)OC7OC(CO)C(O)C(O)C7O)C(=O)O6)OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8O","in silico UNPD",971.483,17.3543
2067,"2,3-epoxyflavan-3',4',5,7-tetraol-(4->8'')-flavan-3'',3''',4''',5''',6''-pentaol|ichangol|rel-5-[ (2R,3S)-8-[ (1aR,7S,7aS)-1a-(3,4-dihydroxyphenyl)-1a,7a-dihydro-4,6-dihydroxy-7H-oxireno[b][1]benzopyran-7-yl]-3,4-dihydro-3,6-dihydroxy-2H-1-benzopyran-2-yl]-1,2,3-benzenetriol","O[C@H]1Cc2cc(O)cc([C@@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2O[C@@H]1c7cc(O)c(O)c(O)c7","in silico UNPD",575.1194,16.5543
2068,"'3,5,7,3',5'-Pentahydroxy-4'-methoxy-(-)-epicatechin' (richtig aber: 5'-Hydroxy-(-)-epicatechin-4'-methylaether)|(-)-4'-methylepigallocatechin|4'-O-methyl-(-)-epigallocatechin|4'-O-methyl-epigallocatechin|4'-O-methylepigallocatechin|Ourateacatechin","COc1c(O)cc(cc1O)C2Oc3cc(O)cc(O)c3CC2O","in silico UNPD",319.080867,7.2614
2072,"Myricetin","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)O","mass_only",317.0291,6.1286
2074,"Afzelechin_Gallate_Gallate","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(cc1)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O","mass_only",577.0965,14.2248
2083,"EchinocysticAcid_MethoxyFerulicAcid_Pyranoside_Ribopyranoside","OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CC(C2(C3CC(C)(C)CC2)C(=O)OC2OCC(C(C2O)O)O)O)C)C)C(C(C1O)O)OC(=O)C=Cc1ccc(c(c1)OC)OC","in silico",955.50585,27.06585
2086,"Di_Gallocatechin_Type_B","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",609.123933,7.830567
2087,"Afzelechin_Hexose_Hexose_Hexose,Catechin_Hexose_Deoxyhexose_Hexose,Gallocatechin_Deoxyhexose_Deoxyhexose_Hexose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(cc1)O)OC1C(C(C(C(O1)CO)OC1C(C(C(C(O1)CO)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(C(O1)CO)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O,c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC1C(C(C(C(O1)C)OC1C(C(C(C(O1)C)OC1C(C(C(C(O1)CO)O)O)O)O)O)O)O","mass_only",759.23392,6.278998
2092,"N/A","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8)c2OC1c9cc(O)c(O)c(O)c9","in silico UNPD",913.17984,7.55072
2093,"Monogallate","OC(=O)c1cc(c(c(c1)O)O)O","mass_only",169.013883,3.683
2094,"NCGC00384958-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S)-4-hydroxy-5-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxolan-2-yl]oxychromen-4-one","OC[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C4=CC(O)=C(O)C=C4)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]1O","GNPS databases",565.1198,11.2746
2095,"NCGC00169547-02!3-[3-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one","OCC1OC(OC2=C(OC3=C(C2=O)C(O)=CC(O)=C3)C4=CC(O)=C(O)C=C4)C(O[C@H]5OC[C@](O)(CO)[C@H]5O)C(O)C1O","GNPS databases",595.1296,10.2757
2101,"Kaempferol_Coumarate_Pentose,Quercetin_Pentose_Cinnamate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OCC1OC(C(C1O)O)O,c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC1OC(C(C1O)O)COC(=O)/C=C/c1ccccc1","mass_only",563.118364,12.439309
2123,"Di_hydro_Kaempferol_Coumarate_Cinnamate_Hexose,Di_hydro_Kaempferol_Coumarate_Coumarate_Deoxyhexose,Di_hydro_Quercitin_Cinnamate_Cinnamate_Hexose,Di_hydro_Quercitin_Coumarate_Cinnamate_Deoxyhexose,Di_hydro_Myricetin_Cinnamate_Cinnamate_Deoxyhexose","c12c(c(cc(c1)O)OC(=O)/C=C/c1ccccc1)C(=O)C(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(O)C1O)O)CO,c12c(c(cc(c1)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)C)O)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)CO)O)C(=O)C(C(O2)c1cc(c(cc1)OC(=O)/C=C/c1ccccc1)O)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccccc1,c12c(c(cc(c1)O)OC1C(C(O)OC(C1O)C)O)C(=O)C(C(O2)c1cc(c(c(c1)O)OC(=O)/C=C/c1ccccc1)O)OC(=O)/C=C/c1ccccc1","mass_only",725.1871,23.3453
2135,"Catechin_Coumarate_Coumarate_Hexose","c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO","in silico",743.19815,17.86845
2137,"Myricetin_Coumarate_Coumarate_Hexose","c12c(c(cc(c1)O)OC1C(O)C(O)OC(C1O)CO)c(=O)c(c(o2)c1cc(c(c(c1)O)O)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O","mass_only",771.155617,9.96975
2140,"(+)-epigallocatechin-(2alpha?O?7,4alpha?8)-(-)-epigallocatechin|ephedrannin D4","O[C@@H]1Cc2c(O)cc3O[C@]4(Oc5cc(O)cc(O)c5[C@H]([C@@H]4O)c3c2O[C@@H]1c6cc(O)c(O)c(O)c6)c7cc(O)c(O)c(O)c7","in silico UNPD",607.107712,1.857613
2143,"ReSpect:PT204130 apigenin-7-O-glucoside|Apig-7-Glc|Apigetrin|Cossmetin|Cosmosiine|Cosmosioside|Apigenin 7-O-beta-D-glucopyranoside|7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone|7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-","C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O","GNPS databases",431.09825,12.80275
2151,"4'_methyl_Myricetin_Coumarate_Gallate_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)OC1OC(C(C(C1O)O)O)CO)O)O","mass_only",791.1446,19.8125
2153,"Tetragallate","O(C(=O)c1cc(c(c(c1)O)O)O)c1c(cc(cc1O)C(=O)Oc1cc(cc(c1O)O)C(=O)Oc1cc(cc(c1O)O)C(=O)O)O","mass_only",625.0462,12.676933
2161,"4'_methyl_Myricetin_Hexose_Deoxyhexose_Hexose","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)OC1OC(C(C(C1O)O)O)CO)CO)C","mass_only",801.2149,14.7058
2162,"Quercitin_Gallate_Gallate_Coumarate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)Oc1ccc(cc1)/C=C/C(=O)O","in silico",751.1136,16.5033
2165,"(S)-5,7,3',5'-tetrahydroxyflavanone-7-O-(6""-galloyl)-beta-D-glucopyranose","O[C@H]1[C@H](O)[C@@H](COC(=O)c2cc(O)c(O)c(O)c2)O[C@@H](Oc3cc(O)c4C(=O)C[C@H](Oc4c3)c5cc(O)cc(O)c5)[C@@H]1O","in silico UNPD",601.1195,11.379467
2166,"Di_Catechin_Type_B_Coumarate_Gallate_Coumarate,Di_Gallocatechin_Type_B_Cinnamate_Cinnamate_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)OC(=O)/C=C/c1ccc(cc1)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)Oc1cc(cc(c1O)O)C(=O)O)O)O)c1c2c(c(cc1O)OC(=O)/C=C/c1ccccc1)CC(C(O2)c1cc(c(c(c1)OC(=O)/C=C/c1ccccc1)O)O)O","mass_only",1021.2232,15.7538
2168,"epicatechin-4,8-epicatechin-4,8-catechin trimer","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3ccc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9","in silico UNPD",849.203319,8.14541
2172,"Gallocatechin_epigallocatechin monomer","c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O.c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","mass_only",305.0657,15.40545
2178,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one","OCC1OC(C(O)C(O)C1O)C2=C3OC(=CC(=O)C3=C(O)C(C4OCC(O)C(O)C4O)=C2O)C5=CC=C(O)C=C5","GNPS databases",563.140534,10.888283
2183,"MoNA:2871079 (+/-)-Catechin","N/A","GNPS databases",289.070775,15.5252
2190,"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin","OC1C(O)c2cc(C3C(O)C(Oc4cc(O)c(cc34)C5C(O)C(Oc6cc(O)ccc56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c(O)cc2OC1c9ccc(O)c(O)c9","in silico UNPD",833.2035,14.2203
2192,"2,3-epoxyflavan-3',4',5,7-tetraol-(4->8'')-flavan-3'',3''',4''',5''',6''-pentaol|ichangol|rel-5-[ (2R,3S)-8-[ (1aR,7S,7aS)-1a-(3,4-dihydroxyphenyl)-1a,7a-dihydro-4,6-dihydroxy-7H-oxireno[b][1]benzopyran-7-yl]-3,4-dihydro-3,6-dihydroxy-2H-1-benzopyran-2-yl]-1,2,3-benzenetriol","O[C@H]1Cc2cc(O)cc([C@@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2O[C@@H]1c7cc(O)c(O)c(O)c7","in silico UNPD",575.11896,14.57596
2195,"<4,6:4,6>-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-<(-)-fisetinidol>-(+)-mollisacacidin|[4,6:4,6]-2,3-trans-3,4-cis:2',3'-trans-3',4'-trans:2'',3''-trans-3'',4''-bi-((-)-fisetinidol)-(+)-mollisacacidin","OC1C(O)c2cc(C3C(O)C(Oc4cc(O)c(cc34)C5C(O)C(Oc6cc(O)ccc56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c(O)cc2OC1c9ccc(O)c(O)c9","in silico UNPD",833.2055,12.49095
2201,"(2R,3R)-dihydromyricetin-3'-O-gallate","O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3cc(O)c(O)c(OC(=O)c4cc(O)c(O)c(O)c4)c3","in silico UNPD",471.055908,14.234285
2202,"4'_methyl_Myricetin_Gallate_Gallate","c12c(c(cc(c1)O)O)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O","mass_only",635.066663,13.337062
2203,"4'_methyl_Myricetin_Coumarate_Coumarate_Hexose","c12c(c(cc(c1)O)OC1C(O)OC(C(C1O)O)CO)c(=O)c(c(o2)c1cc(c(c(c1)O)OC)O)OC(=O)/C=C/c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O","mass_only",785.169642,11.545183
2204,"Di_Gallocatechin_Type_B_Gallate_Gallate_Deoxyhexose","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC1OC(C(C(C1O)O)O)C)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O","in silico",1059.2212,11.8656
2205,"(-)-(3R,7R)-9,10-dihydro-11xi-hydroxyjasmonic acid O(11)-beta-D-glucopyranoside","CC(CCCC1C(CC(=O)O)CCC1=O)OC2OC(CO)C(O)C(O)C2O","in silico UNPD",389.180493,9.557809
2213,"ReSpect:PT204090 Quercetin|Quer|3,3',4',5,7-pentahydroxyflavone|Flavin meletin|Kvercetin|Meletin|Quercetol|Quercetine|Quertine|Quercitin|Sophoretin|Xanthaurine|3',4',5,7-Tetrahydroxyflavan-3-ol|2-(3,4-Dihydroxyphenyl)","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O","GNPS databases",301.034,15.2562
2218,"N/A","CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC(=O)C)C(C)(C)C5CCC34C)C2C1(C)O)C(=O)OC7OC(CO)C(O)C(O)C7O","in silico UNPD",807.4523,17.9465
2223,"Sap_AcacicAcid_AcetylglucosamineGlycoside_Cinnamyl","N/A","in silico",820.464433,27.213533
2224,"prodelphinidin A-2 3'-O-gallate|prodelphinidin A-2,3'-O-gallate|Prodelphinidin A2 3'-gallate","OC1C2c3c(O)cc(O)cc3OC1(Oc4cc(O)c5CC(OC(=O)c6cc(O)c(O)c(O)c6)C(Oc5c24)c7cc(O)c(O)c(O)c7)c8cc(O)c(O)c(O)c8","in silico UNPD",759.11895,10.25585
2231,"Di_Hydro_Quercetin (taxifolin)","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)O","mass_only",303.05014,6.807469
2240,"Coumaryl_CyclicMonoterpenyl_OleanolicAcid_Ribopyranoside_Ribopyranoside","C=CC1(C)CCC(=CC(=O)Oc2ccc(cc2)C=CC(=O)OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CCC2(C3CC(C)(C)CC2)C(=O)OC2OCC(C(C2OC2OCC(C(C2O)O)O)O)O)C)C)CO1","in silico",1029.563,24.8485
2244,"Afzelechin_Catechin_Type_B_Coumarate_Coumarate","c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1ccc(cc1)OC(=O)/C=C/c1ccc(cc1)O)OC(=O)/C=C/c1ccc(cc1)O","in silico",853.21375,22.621
2245,"afzelechin-(4alpha->8)-catechin-3-O-alpha-rhamnopyranoside","CC1OC(OC2C(Oc3cc(O)cc(O)c3C2c4c(O)cc(O)c5CC(O)C(Oc45)c6ccc(O)c(O)c6)c7ccc(O)cc7)C(O)C(O)C1O","in silico UNPD",707.1977,8.5514
2252,"Glucofrangulin A","CC1OC(Oc2cc(OC3OC(CO)C(O)C(O)C3O)c4C(=O)c5c(O)cc(C)cc5C(=O)c4c2)C(O)C(O)C1O","in silico UNPD",577.156033,12.7972
2258,"NCGC00347780-02_C38H61NO9_3-[(2-Acetamido-2-deoxyhexopyranosyl)oxy]-16-hydroxyolean-12-en-28-oic acid","CC(=O)NC1C(O)C(O)C(CO)OC1OC2CCC3(C)C(CCC4(C)C3C\C=C5\C6CC(C)(C)CCC6(C(O)CC45C)C(O)=O)C2(C)C","GNPS databases",674.42745,22.3238
2267,"epicatechin-4,8-epicatechin-4,8-catechin trimer","OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3ccc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9","in silico UNPD",849.202263,11.071025
2271,"Quinic_Acid_5Gallate","O[C@]1(C[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(c(c(c3)O)O)O)c2)[C@@H](OC(=O)c2cc(OC(=O)c3cc(c(c(c3)O)O)O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C1)C(=O)O","mass_only",951.107229,11.28755
2277,"Di_Catechin_Type_B_Hexose_Gallate,Gallocatechin_Catechin_Type_B_Deoxyhexose_Gallate,Afzelechin_Gallocatechin_Type_B_Hexose_Gallate","c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)CO)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)C)O)CC(C(O2)c1ccc(c(c1)O)O)O,c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)OC1C(O)OC(C(C1O)O)CO)O)CC(C(O2)c1ccc(cc1)O)O","mass_only",891.19682,9.74144
2278,"2,3-epoxyflavan-3',4',5,7-tetraol-(4->8'')-flavan-3'',3''',4''',5''',6''-pentaol|ichangol|rel-5-[ (2R,3S)-8-[ (1aR,7S,7aS)-1a-(3,4-dihydroxyphenyl)-1a,7a-dihydro-4,6-dihydroxy-7H-oxireno[b][1]benzopyran-7-yl]-3,4-dihydro-3,6-dihydroxy-2H-1-benzopyran-2-yl]-1,2,3-benzenetriol","O[C@H]1Cc2cc(O)cc([C@@H]3[C@@H]4O[C@@]4(Oc5cc(O)cc(O)c35)c6ccc(O)c(O)c6)c2O[C@@H]1c7cc(O)c(O)c(O)c7","in silico UNPD",575.118535,12.822116
2281,"Di_Hydro_Kaempferol_Cinnamate","c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC(=O)/C=C/c1ccccc1","mass_only",417.102305,7.2672
2289,"Monogallate","OC(=O)c1cc(c(c(c1)O)O)O","mass_only",169.013561,10.92271
2290,"AcacicAcid_CyclicMonoterpenyl_DiHydroxyPiperidinicAcid_Pyranoside","OCC1OC(OC(=O)C23CC(OC4OC(CO)C(C(C4OC(=O)C=C4CCC(OC4)(C)C=C)O)O)C(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C2NCC(C(C2)O)O)(C)C)C(C(C1O)O)O","in silico",956.521032,14.652877
