#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags
198	M-H	N/A	-1	Di_Gallocatechin_Type_B	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00027.mgf	Bronze	3	0.452845	2.10423	0.00128174	PRIVATE-USER	TAKursar	609.125	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	609.124	spectra/specs_ms.pklbin	CCMSLIB00001056858	548058	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1980	M-H	N/A	-1	Di_Hydro_Kaempferol_Deoxyhexose_Gallate	Other	GCYounkin	586.132	N/A	N/A	qTof	Negative	LC-ESI	585.125	lib-00027.mgf	Bronze	3	0.327315	2.39916	0.00140381	PRIVATE-USER	TAKursar	585.125	N/A	0	7	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)C	1	585.124	spectra/specs_ms.pklbin	CCMSLIB00001057502	1.43289e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1982	M-H	N/A	-1	Di_Hydro_Kaempferol_Deoxyhexose_Gallate	Other	GCYounkin	586.132	N/A	N/A	qTof	Negative	LC-ESI	585.125	lib-00027.mgf	Bronze	3	0.327072	2.08623	0.0012207	PRIVATE-USER	TAKursar	585.125	N/A	0	7	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)C	1	585.124	spectra/specs_ms.pklbin	CCMSLIB00001057502	1.45409e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1986	M-H	N/A	-1	Di_Hydro_Kaempferol_Hexose_Gallate	Other	GCYounkin	602.127	N/A	N/A	qTof	Negative	LC-ESI	601.12	lib-00027.mgf	Bronze	3	0.545785	1.4215	0.000854492	PRIVATE-USER	TAKursar	601.12	N/A	0	7	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)CO	1	601.121	spectra/specs_ms.pklbin	CCMSLIB00001057491	870941	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1987	M-H	n/a	1	NCGC00380476-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	isolated	lfnothias	434.121	InChI=1S/C21H22O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-4,6,12,14,17,19-23,25-29H,5,7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	433.114	lib-00017.mgf	Gold	1	0.681302	0.986452	0.000427246	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	433.114	n/a	0	6	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC=C(O)C=C4	1	433.114	spectra/specs_ms.pklbin	CCMSLIB00000845882	8.9815e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
1988	M+H	64820991	1	Spectral Match to Vitexin-2''-O-rhamnoside from NIST14	Isolated	Data deposited by pmallard	0.0	N/A	N/A	HCD	Positive	ESI	579.171	lib-00024.mgf	Bronze	3	0.402291	34.2497	0.0198364	GNPS-NIST14-MATCHES	Data from Wolfender/Litaudon	579.171	N/A	0	8	N/A	1	579.151	spectra/specs_ms.pklbin	CCMSLIB00003139188	777303	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1990	M-H	n/a	1	NCGC00380476-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	isolated	lfnothias	434.121	InChI=1S/C21H22O10/c22-7-14-17(26)19(28)20(29)21(31-14)16-11(25)6-13-15(18(16)27)10(24)5-12(30-13)8-1-3-9(23)4-2-8/h1-4,6,12,14,17,19-23,25-29H,5,7H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	433.114	lib-00017.mgf	Gold	1	0.682731	2.81843	0.0012207	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	433.114	n/a	0	6	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC=C(O)C=C4	1	433.113	spectra/specs_ms.pklbin	CCMSLIB00000845882	4.72373e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 
1992	M+H	n/a	1	NCGC00385370-01!8-[(2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	isolated	lfnothias	594.158	InChI=1S/C27H30O15/c28-7-15-19(34)20(35)23(38)27(41-15)42-24-16(8-29)40-26(22(37)21(24)36)18-12(32)5-11(31)17-13(33)6-14(39-25(17)18)9-1-3-10(30)4-2-9/h1-6,15-16,19-24,26-32,34-38H,7-8H2/t15-,16-,19-,20+,21-,22-,23-,24-,26+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	595.165	lib-00000.mgf	Gold	1	0.62602	33.0216	0.0196533	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	595.165	n/a	0	10	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@H](O)[C@H]2O)C3=C4OC(=CC(=O)C4=C(O)C=C3O)C5=CC=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]1O	1	595.145	spectra/specs_ms.pklbin	CCMSLIB00000848499	916099	UPDATE-SINGLE-ANNOTATED-GOLD	 
1993	M-H	N/A	-1	Di_Hydro_Kaempferol_Hexose_Gallate	Other	GCYounkin	602.127	N/A	N/A	qTof	Negative	LC-ESI	601.12	lib-00027.mgf	Bronze	3	0.534941	0.304607	0.000183105	PRIVATE-USER	TAKursar	601.12	N/A	0	6	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OC1OC(C(C(C1O)O)OC(=O)c1cc(c(c(c1)O)O)O)CO	1	601.12	spectra/specs_ms.pklbin	CCMSLIB00001057491	566017	UPDATE-SINGLE-ANNOTATED-BRONZE	 
1995	M-H	n/a	1	NCGC00384787-01!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one	isolated	lfnothias	450.116	InChI=1S/C21H22O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-3,5,12,14,17,19-24,26-30H,4,6H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	449.109	lib-00017.mgf	Gold	1	0.711583	1.83469	0.000823975	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	449.109	n/a	0	8	OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC(CC(=O)C3=C2O)C4=CC(O)=C(O)C=C4	1	449.108	spectra/specs_ms.pklbin	CCMSLIB00000846267	169797	UPDATE-SINGLE-ANNOTATED-GOLD	 
1998	M-H	140603	1	Spectral Match to Decylbenzenesulfonic acid from NIST14	Isolated	Data deposited by mjmeehan	0.0	N/A	N/A	QqQ	Negative	ESI	297.141	lib-00024.mgf	Bronze	3	0.866413	37.3843	0.0111084	GNPS-NIST14-MATCHES	Data from Kimberly Prather	297.141	N/A	0	6	N/A	1	297.152	spectra/specs_ms.pklbin	CCMSLIB00003137343	243047	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2004	M-H	N/A	-1	Catechin_Gallate_Gallate	Other	GCYounkin	594.101	N/A	N/A	qTof	Negative	LC-ESI	593.094	lib-00027.mgf	Bronze	3	0.457087	2.46984	0.00146484	PRIVATE-USER	TAKursar	593.094	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	593.092	spectra/specs_ms.pklbin	CCMSLIB00001057139	8519.36	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2005	M-H	N/A	-1	Gallocatechin_Pentose_Gallate	Other	GCYounkin	590.127	N/A	N/A	qTof	Negative	LC-ESI	589.12	lib-00027.mgf	Bronze	3	0.322033	21.1352	0.0124512	PRIVATE-USER	TAKursar	589.12	N/A	0	7	c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC1OC(C(C1O)O)CO	1	589.107	spectra/specs_ms.pklbin	CCMSLIB00001056972	14750.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2030	M-H	N/A	-1	Di_Hydro_Kaempferol_Pentose_Gallate	Other	GCYounkin	572.117	N/A	N/A	qTof	Negative	LC-ESI	571.109	lib-00027.mgf	Bronze	3	0.534066	2.13742	0.0012207	PRIVATE-USER	TAKursar	571.109	N/A	0	7	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1ccc(cc1)O)OCC1OC(C(C1O)OC(=O)c1cc(c(c(c1)O)O)O)O	1	571.108	spectra/specs_ms.pklbin	CCMSLIB00001057475	31289	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2035	M-H	N/A	-1	Di_Catechin_Type_B_Coumarate_Gallate	Other	GCYounkin	876.19	N/A	N/A	qTof	Negative	LC-ESI	875.183	lib-00027.mgf	Bronze	3	0.257992	21.4101	0.0187378	PRIVATE-USER	TAKursar	875.183	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)/C=C/c1ccc(cc1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	875.202	spectra/specs_ms.pklbin	CCMSLIB00001056758	560097	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2037	M-H	N/A	-1	"3-O-[2-O-(3,4,5-Trihydroxybenzoyl)-alpha-L-arabinopyranoside]-3,3',4',5,7-Pentahydroxyflavone"	Other	GCYounkin	586.096	N/A	N/A	qTof	Negative	LC-ESI	585.089	lib-00026.mgf	Bronze	3	0.531125	0.93886	0.000549316	PRIVATE-USER	TAKursar	585.089	N/A	0	7	C1(OC2([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C2([H])OC(=O)c3c([H])c(O[H])c(c(O[H])c3[H])O[H])=C(c4c([H])c([H])c(O[H])c(O[H])c4[H])Oc(c([H])c(O[H])c([H])c5O[H])c5C1=O	1	585.088	spectra/specs_ms.pklbin	CCMSLIB00001722102	65553.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2040	M-H	970-74-1	1	Epigallocatechin	Isolated	Denise Silva	306.074	InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2/t12-,15-/m1/s1	N/A	qTof	Negative	DI-ESI	305.059	lib-00010.mgf	Bronze	3	0.655238	20.0077	0.00610352	GNPS-LIBRARY	Norberto Lopes	305.059	N/A	0	6	OC1=C(C[C@@H](O)[C@@H](C2=CC(O)=C(O)C(O)=C2)O3)C3=CC(O)=C1	1	305.065	spectra/specs_ms.pklbin	CCMSLIB00000081482	57877.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2041	M-H	N/A	-1	Di_Hydro_Quercetin_Gallate	Other	GCYounkin	456.069	N/A	N/A	qTof	Negative	LC-ESI	455.062	lib-00027.mgf	Bronze	3	0.621956	1.47537	0.000671387	PRIVATE-USER	TAKursar	455.062	N/A	0	6	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	455.061	spectra/specs_ms.pklbin	CCMSLIB00001057310	20359.1	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2043	M-H	N/A	-1	Gallocatechin_Gallate_Gallate_Gallate	Other	GCYounkin	762.107	N/A	N/A	qTof	Negative	LC-ESI	761.1	lib-00027.mgf	Bronze	3	0.620595	0.721741	0.000549316	PRIVATE-USER	TAKursar	761.1	N/A	0	6	c12c(c(cc(c1)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)OC(=O)c1cc(c(c(c1)O)O)O	1	761.099	spectra/specs_ms.pklbin	CCMSLIB00001057969	1.12033e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2044	M+Cl	n/a	1	NCGC00169402-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	isolated	lfnothias	448.101	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	483.07	lib-00017.mgf	Gold	1	0.733327	15.2882	0.00738525	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	483.07	n/a	0	7	OCC1OC(C(O)C(O)C1O)C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O	1	483.077	spectra/specs_ms.pklbin	CCMSLIB00000845354	9457.19	UPDATE-SINGLE-ANNOTATED-GOLD	 
2047	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00027.mgf	Bronze	3	0.317722	3.20888	0.00341797	PRIVATE-USER	TAKursar	1065.16	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.15	spectra/specs_ms.pklbin	CCMSLIB00001057809	20433.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
205	[M+H]	5041-82-7	1	ReSpect:PT204193 isorhamnetin-3-O-glucoside|Isor-3-Glc|Isorhamnetin-3-beta-D-galactopyranoside|5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-o	Isolated	ReSpect	0.0	1/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3/t14-,16-,18+,19-,22+/m1/s1	N/A	LC-Q-TOF/MS	Positive	ESI	477.103	lib-00007.mgf	Bronze	3	0.862037	0.44775	0.000213623	RESPECT	Putative ReSpect Match	477.103	N/A	0	6	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	1	477.103	spectra/specs_ms.pklbin	CCMSLIB00000222077	500092	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2052	M-H	N/A	-1	Di_Gallocatechin_Type_B_Gallate_Gallate_Gallate	Other	GCYounkin	1066.17	N/A	N/A	qTof	Negative	LC-ESI	1065.16	lib-00027.mgf	Bronze	3	0.301314	2.75047	0.00292969	PRIVATE-USER	TAKursar	1065.16	N/A	0	6	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O)O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	1065.15	spectra/specs_ms.pklbin	CCMSLIB00001057809	24009.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2053	[M+H]	117-39-5	1	ReSpect:PT204090 Quercetin|Quer|3,3',4',5,7-pentahydroxyflavone|Flavin meletin|Kvercetin|Meletin|Quercetol|Quercetine|Quertine|Quercitin|Sophoretin|Xanthaurine|3',4',5,7-Tetrahydroxyflavan-3-ol|2-(3,4-Dihydroxyphenyl)	Isolated	ReSpect	0.0	1/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	N/A	LC-Q-TOF/MS	Positive	ESI	301.035	lib-00007.mgf	Bronze	3	0.798125	3.34539	0.00100708	RESPECT	Putative ReSpect Match	301.035	N/A	0	7	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1	301.034	spectra/specs_ms.pklbin	CCMSLIB00000222056	28408.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2057	M-H	N/A	-1	Di_Hydro_Quercetin_Pentose_Gallate	Other	GCYounkin	588.112	N/A	N/A	qTof	Negative	LC-ESI	587.104	lib-00027.mgf	Bronze	3	0.403096	3.01483	0.00177002	PRIVATE-USER	TAKursar	587.104	N/A	0	6	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C1O)O)CO)O)O	1	587.102	spectra/specs_ms.pklbin	CCMSLIB00001057601	57589.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2066	M-H	N/A	-1	Di_Hydro_Quercetin_Pentose_Gallate	Other	GCYounkin	588.112	N/A	N/A	qTof	Negative	LC-ESI	587.104	lib-00027.mgf	Bronze	3	0.410061	2.28711	0.00134277	PRIVATE-USER	TAKursar	587.104	N/A	0	6	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C1O)O)CO)O)O	1	587.103	spectra/specs_ms.pklbin	CCMSLIB00001057601	62590.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 
207	M-H	n/a	1	NCGC00179918-02!5-hydroxy-2-(4-hydroxyphenyl)-7-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-3-(3,4,5-trihydroxyoxan-2-yl)oxychromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c1-9-17(30)20(33)22(35)26(37-9)38-12-6-13(28)16-15(7-12)39-23(10-2-4-11(27)5-3-10)24(19(16)32)40-25-21(34)18(31)14(29)8-36-25/h2-7,9,14,17-18,20-22,25-31,33-35H,8H2,1H3	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.435422	2.6012	0.00146484	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	6	CC1OC(OC2=CC3=C(C(=O)C(OC4OCC(O)C(O)C4O)=C(O3)C5=CC=C(O)C=C5)C(O)=C2)C(O)C(O)C1O	1	563.14	spectra/specs_ms.pklbin	CCMSLIB00000846148	17189.9	UPDATE-SINGLE-ANNOTATED-GOLD	 
208	M-H	N/A	-1	name_unknown	Other	GCYounkin	562.148	N/A	N/A	qTof	Negative	LC-ESI	561.14	lib-00025.mgf	Bronze	3	0.447037	1.84909	0.0010376	null	TAKursar	561.14	N/A	0	7	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c([H])c(O[H])c([H])c3[H])c13)c4c(O[H])c([H])c(OC([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])C([H])(O[H])C6([H])O[H])c6c4[H]	1	561.139	spectra/specs_ms.pklbin	CCMSLIB00001705802	4.18931e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2087	M-H	N/A	-1	3-O-[beta-D-xylopyranosyl-(1->2)-beta-D-glucopyranosyl]-kaempferol|kaempferol_3-O-beta-D-xylopyranosyl(1->2)-beta-D-glucopyranoside|kaempferol_3-O-beta-xylopyranosyl(1->2)-beta-D-glucopyranoside|kaempferol_3-O-sambubioside|kaempferol_3-O-xylosyl-(1'''->2'')-glucoside|kaempferol_3-sambubioside|kaempferol-3-O-beta-xylopyranosyl-(1->2)-beta-glucopyranoside|leucoside	Other	GCYounkin	580.143	N/A	N/A	qTof	Negative	LC-ESI	579.136	lib-00026.mgf	Bronze	3	0.568033	0.948511	0.000549316	PRIVATE-USER	TAKursar	579.136	N/A	0	6	C1(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])OC3([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C3([H])O[H])=C(Oc(c([H])c(O[H])c([H])c4O[H])c4C1=O)c5c([H])c([H])c(O[H])c([H])c5[H]	1	579.135	spectra/specs_ms.pklbin	CCMSLIB00002000476	455377	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2089	[M-H]-	N/A	1	MoNA:2899716 4',5,7-Trihydroxy-3'-methoxy-flavone	isolated	MoNA	0.0	InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3	N/A	LC-ESI-QTOF	 	LC-ESI-QTOF	299.056	lib-00023.mgf	Bronze	3	0.845704	6.02074	0.00180054	MONA	MoNA	299.056	N/A	0	9	N/A	1	299.054	spectra/specs_ms.pklbin	CCMSLIB00000569380	17640.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 
2090	M-H	n/a	1	NCGC00384911-01!6-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one	isolated	lfnothias	564.148	InChI=1S/C26H28O14/c27-7-16-20(33)22(35)25(40-26-23(36)19(32)13(31)8-37-26)24(39-16)18-12(30)6-15-17(21(18)34)11(29)5-14(38-15)9-1-3-10(28)4-2-9/h1-6,13,16,19-20,22-28,30-36H,7-8H2/t13-,16+,19-,20+,22-,23+,24-,25+,26-/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	563.141	lib-00017.mgf	Gold	1	0.754096	3.68504	0.0020752	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	563.141	n/a	0	7	OC[C@H]1O[C@H]([C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O)C3=C(O)C=C4OC(=CC(=O)C4=C3O)C5=CC=C(O)C=C5	1	563.139	spectra/specs_ms.pklbin	CCMSLIB00000846353	131695	UPDATE-SINGLE-ANNOTATED-GOLD	 
210	[M+H]	482-39-3	1	ReSpect:PT209260 Kaempferol-3-Rhamnoside|Kaem-3-Rha|Afzelin|5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	Isolated	ReSpect	0.0	1/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3/t8-,15-,17+,18+,21-/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	431.098	lib-00007.mgf	Bronze	3	0.95344	2.54845	0.00109863	RESPECT	Putative ReSpect Match	431.098	N/A	0	7	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O	1	431.097	spectra/specs_ms.pklbin	CCMSLIB00000222467	2.24632e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
211	[M+H]	20315-25-7	1	ReSpect:PT204590 Procyanidin B1|(-)-Epicatechin-(4-beta-8)-(+)-catechin|cis,trans''-4,8''-Bi-(3,3',4',5,7-pentahydroxyflavane)|(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychro	Isolated	ReSpect	0.0	1/C30H26O12/c31-13-7-20(37)24-23(8-13)41-29(12-2-4-16(33)19(36)6-12)27(40)26(24)25-21(38)10-17(34)14-9-22(39)28(42-30(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,22,26-29,31-40H,9H2/t22-,26+,27+,28+,29+/m0/s1	N/A	LC-Q-TOF/MS	Positive	ESI	577.135	lib-00007.mgf	Bronze	3	0.878654	0.528777	0.000305176	RESPECT	Putative ReSpect Match	577.135	N/A	0	13	C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O	1	577.135	spectra/specs_ms.pklbin	CCMSLIB00000222143	2.39155e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
213	M-H	N/A	-1	arecatannin_B-1|epicatechin-(4beta?8)-epicatechin-(4beta?8)-epicatechin-(4beta?6)-epicatechin	Other	GCYounkin	1154.27	N/A	N/A	qTof	Negative	LC-ESI	1153.26	lib-00025.mgf	Bronze	3	0.44781	2.54035	0.00292969	null	TAKursar	1153.26	N/A	0	7	C1([H])(C([H])(O[H])C([H])(c2c([H])c([H])c(O[H])c(O[H])c2[H])Oc(c(c(O[H])c([H])c3O[H])C4([H])C([H])(O[H])C([H])(c5c([H])c([H])c(O[H])c(O[H])c5[H])Oc(c([H])c(O[H])c([H])c6O[H])c46)c13)c7c(O[H])c([H])c(O[H])c(C([H])(C([H])(O[H])C([H])(c8c([H])c([H])c(O[H])c(O[H])c8[H])O9)c%10c(O[H])c([H])c(OC([H])(c%11c([H])c([H])c(O[H])c(O[H])c%11[H])C([H])(O[H])C%12([H])[H])c%12c%10O[H])c79	1	1153.26	spectra/specs_ms.pklbin	CCMSLIB00001632504	4.84848e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 
