cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	G1	G2	G3	G4	G5	G6	AllFiles	AllGroups	DefaultGroups	RTMean	RTStdErr	ProteoSAFeClusterLink	UniqueFileSourcesCount	EvenOdd
927	1	684.105	1	684.105	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:780###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=927	1	0
928	1	355.065	1	355.065	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1851###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=928	1	1
929	1	988.159	1	988.159	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2017###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=929	1	0
930	1	179.033	1	179.033	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1218###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=930	1	1
931	1	684.623	1	684.623	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3385###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=931	1	1
932	1	608.098	1	608.098	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1076###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=932	1	0
933	1	319.044	1	319.044	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3674###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=933	1	1
934	1	380.062	1	380.062	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2938###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=934	1	0
935	1	456.068	1	456.068	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:864###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=935	1	0
936	1	684.123	1	684.123	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2939###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=936	1	0
937	1	439.105	1	439.105	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3165###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=937	1	1
938	1	1065.19	1	1065.19	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3163###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=938	1	1
939	1	609.145	1	609.145	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4725###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=939	1	1
940	1	315.144	1	315.144	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3746###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=940	1	1
941	1	761.136	1	761.136	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2601###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=941	1	1
942	1	163.039	1	163.039	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2888###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=942	1	1
943	1	179.035	1	179.035	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4444###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=943	1	1
944	1	179.034	1	179.034	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5000###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=944	1	1
945	1	163.039	1	163.039	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3398###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=945	1	1
946	1	315.145	1	315.145	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2002###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=946	1	1
947	1	315.143	1	315.143	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3001###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=947	1	1
948	1	891.198	1	891.198	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1336###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=948	1	1
949	1	453.103	1	453.103	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1492###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=949	1	1
950	1	745.142	1	745.142	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1521###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=950	1	1
951	1	483.186	1	483.186	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2610###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=951	1	1
952	1	387.165	1	387.165	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4114###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=952	1	1
953	1	595.168	1	595.168	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3324###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=953	1	1
954	1	411.134	1	411.134	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4029###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=954	1	1
955	1	1065.19	1	1065.19	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4885###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=955	1	1
956	1	501.196	1	501.196	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1806###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=956	1	1
957	1	359.1	1	359.1	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4096###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=957	1	1
958	1	483.076	1	483.076	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2695###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=958	1	1
959	1	169.013	1	169.013	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2489###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=959	1	1
960	1	583.108	1	583.108	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1070###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=960	1	1
961	1	585.088	1	585.088	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1629###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=961	1	1
962	1	940.11	1	940.11	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4785###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=962	1	0
963	1	473.035	1	473.035	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:354###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=963	1	1
964	1	471.092	1	471.092	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:188###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=964	1	1
965	1	483.077	1	483.077	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3957###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=965	1	1
966	1	635.088	1	635.088	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1375###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=966	1	1
967	1	319.081	1	319.081	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2259###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=967	1	1
968	1	484.083	1	484.083	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:690###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=968	1	0
969	1	241.536	1	241.536	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1563###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=969	1	0
970	1	317.039	1	317.039	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2757###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=970	1	1
971	1	578.651	1	578.651	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4721###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=971	1	1
972	1	654.159	1	654.159	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2995###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=972	1	0
973	1	879.213	1	879.213	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1753###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=973	1	1
974	1	662.156	1	662.156	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3034###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=974	1	0
975	1	739.188	1	739.188	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:713###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=975	1	1
976	1	885.249	1	885.249	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3011###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=976	1	1
977	1	947.222	1	947.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2716###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=977	1	1
978	1	868.231	1	868.231	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2640###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=978	1	0
979	1	609.123	1	609.123	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1859###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=979	1	1
980	1	311.222	1	311.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5134###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=980	1	0
981	1	433.077	1	433.077	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5028###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=981	1	1
982	1	437.203	1	437.203	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2672###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=982	1	1
983	1	276.152	1	276.152	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:5206###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=983	1	1
984	1	453.279	1	453.279	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3282###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=984	1	0
985	1	497.163	1	497.163	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3908###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=985	1	1
986	1	541.333	1	541.333	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3956###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=986	1	0
987	1	1218.63	1	1218.63	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:270###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=987	1	1
988	1	1468.7	1	1468.7	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:369###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=988	1	0
989	1	1456.69	1	1456.69	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:391###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=989	1	0
990	1	299.222	1	299.222	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1487###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=990	1	0
991	1	465.103	1	465.103	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1691###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=991	1	1
992	1	343.105	1	343.105	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3715###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=992	1	1
993	1	209.03	1	209.03	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1931###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=993	1	1
994	1	759.12	1	759.12	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2423###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=994	1	1
995	1	673.12	1	673.12	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1023###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=995	1	1
996	1	269.044	1	269.044	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3409###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=996	1	1
997	1	127.076	1	127.076	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3739###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=997	1	0
998	1	607.089	1	607.089	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3046###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=998	1	1
999	1	459.093	1	459.093	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3611###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=999	1	1
1000	1	529.304	1	529.304	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2379###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1000	1	0
1001	1	836.133	1	836.133	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2115###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1001	1	0
1002	1	281.138	1	281.138	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3864###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1002	1	1
1003	1	433.237	1	433.237	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3866###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1003	1	0
1004	1	912.638	1	912.638	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3862###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1004	1	1
1005	1	830.195	1	830.195	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3863###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1005	1	0
1006	1	299.077	1	299.077	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3867###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1006	1	1
1007	1	668.111	1	668.111	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3065###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1007	1	0
1008	1	167.034	1	167.034	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4830###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1008	1	1
1009	1	681.116	1	681.116	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2067###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1009	1	1
1010	1	433.112	1	433.112	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3685###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1010	1	1
1011	1	901.149	1	901.149	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2477###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1011	1	1
1012	1	909.149	1	909.149	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1722###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1012	1	1
1013	1	597.115	1	597.115	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2557###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1013	1	1
1014	1	339.071	1	339.071	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3027###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1014	1	1
1015	1	749.141	1	749.141	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:3028###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1015	1	1
1016	1	459.093	1	459.093	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2597###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1016	1	1
1017	1	463.217	1	463.217	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2746###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1017	1	1
1018	1	915.23	1	915.23	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4406###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1018	1	1
1019	1	449.11	1	449.11	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:4077###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1019	1	1
1020	1	395.137	1	395.137	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2535###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1020	1	1
1021	1	165.978	1	165.978	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2973###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1021	1	0
1022	1	891.176	1	891.176	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1616###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1022	1	1
1023	1	230.104	1	230.104	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:1618###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1023	1	0
1024	1	1043.22	1	1043.22	0	1	0	0	0	0	0	phenolics_merged_spectra_2017_09_22.mgf:2021###	 	G1,	0.0	0.0	http://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=c9ab000dceba4e04b964254b5ba4fb2c&view=cluster_details&protein=1024	1	1
