#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
363	M-H	N/A	-1	UNPD54380	Other	GCYounkin	562.148	N/A	N/A	qTof	Negative	LC-ESI	561.14	lib-00027.mgf	Bronze	3	0.498642	2.1754	0.0012207	PRIVATE-USER	TAKursar	561.14	N/A	0	9	OC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(Oc4cc(ccc4O)C5Oc6cc(O)cc(O)c6CC5O)c3	1	561.139	specs_ms.pklbin	CCMSLIB00004594905	4.18931e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
229	M-H	N/A	-1	UNPD93796	Other	GCYounkin	320.053	N/A	N/A	qTof	Negative	LC-ESI	319.046	lib-00027.mgf	Bronze	3	0.498493	3.53915	0.00112915	PRIVATE-USER	TAKursar	319.046	N/A	0	7	OC1C(=C(Oc2cc(O)cc(O)c12)c3cc(O)c(O)c(O)c3)O	1	319.045	specs_ms.pklbin	CCMSLIB00004641990	324489	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1441	M+FA-H	n/a	1	NCGC00385241-01_C59H96O26_6-Deoxy-alpha-L-mannopyranosyl-(1->3)-beta-D-xylopyranosyl-(1->4)-6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-1-O-{(2beta,3beta,5xi,9xi,16alpha)-3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-2,16,23-trihydroxy-28-oxoolean-12-en-28-yl}-beta-D-galactopyranose	isolated	lfnothias	1220.62	InChI=1S/C59H96O26/c1-22-33(64)36(67)40(71)49(77-22)82-45-29(62)20-76-48(43(45)74)81-44-25(4)80-50(42(73)39(44)70)83-46-38(69)35(66)24(3)79-52(46)85-53(75)59-16-15-54(5,6)17-27(59)26-11-12-31-55(7)18-28(61)47(84-51-41(72)37(68)34(65)23(2)78-51)56(8,21-60)30(55)13-14-57(31,9)58(26,10)19-32(59)63/h11,22-25,27-52,60-74H,12-21H2,1-10H3/t22-,23-,24+,25-,27-,28-,29+,30?,31?,32+,33-,34-,35-,36+,37+,38-,39-,40+,41+,42+,43+,44-,45-,46+,47-,48-,49-,50-,51-,52-,55-,56-,57+,58+,59+/m0/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	1265.62	lib-00017.mgf	Gold	1	0.498291	0.675157	0.000854492	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	1265.62	n/a	0	7	C[C@@H]1O[C@@H](O[C@H]2[C@H](O)CO[C@@H](O[C@H]3[C@H](C)O[C@@H](O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4OC(=O)[C@]56CCC(C)(C)C[C@H]5C/7=C/CC8[C@@]9(C)C[C@H](O)[C@H](O[C@@H]%10O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%10O)[C@@](C)(CO)C9CC[C@@]8(C)[C@]7(C)C[C@H]6O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	1	1265.62	specs_ms.pklbin	CCMSLIB00000849941	714137	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1	M-H	N/A	-1	UNPD93796	Other	GCYounkin	320.053	N/A	N/A	qTof	Negative	LC-ESI	319.046	lib-00027.mgf	Bronze	3	0.493507	2.20001	0.000701904	PRIVATE-USER	TAKursar	319.046	N/A	0	6	OC1C(=C(Oc2cc(O)cc(O)c12)c3cc(O)c(O)c(O)c3)O	1	319.045	specs_ms.pklbin	CCMSLIB00004641990	1.4202e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1699	M-H	N/A	-1	Catechin_Hexose_Coumarate	Other	GCYounkin	598.169	N/A	N/A	qTof	Negative	LC-ESI	597.161	lib-00025.mgf	Bronze	3	0.493342	1.53313	0.000915527	PRIVATE-USER	TAKursar	597.161	N/A	0	8	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)CO)O)O)O	1	597.16	specs_ms.pklbin	CCMSLIB00001057110	6.43565e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
634	M-H	N/A	-1	UNPD194923	Other	GCYounkin	762.143	N/A	N/A	qTof	Negative	LC-ESI	761.136	lib-00027.mgf	Bronze	3	0.493329	2.3255	0.00177002	PRIVATE-USER	TAKursar	761.136	N/A	0	9	OC1Cc2c(O)cc(O)c(C3C(OC(=O)c4cc(O)c(O)c(O)c4)C(Oc5cc(O)cc(O)c35)c6cc(O)c(O)c(O)c6)c2OC1c7cc(O)c(O)c(O)c7	1	761.134	specs_ms.pklbin	CCMSLIB00004521926	1.77078e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1510	M-H	N/A	-1	UNPD11276	Other	GCYounkin	798.477	N/A	N/A	qTof	Negative	LC-ESI	797.469	lib-00027.mgf	Bronze	3	0.493036	0.229608	0.000183105	PRIVATE-USER	TAKursar	797.469	N/A	0	6	CC(CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C2CCC3(C)C4CC=C5C(CCC(OC6OC(CO)C(O)C(O)C6O)C5(C)C)C4(C)C(=O)CC23C	1	797.469	specs_ms.pklbin	CCMSLIB00004567607	35669.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2856	M-H	N/A	-1	Catechin_Hexose_Coumarate	Other	GCYounkin	598.169	N/A	N/A	qTof	Negative	LC-ESI	597.161	lib-00025.mgf	Bronze	3	0.492818	1.32871	0.000793457	PRIVATE-USER	TAKursar	597.161	N/A	0	8	c12c(c(cc(c1)O)O)CC(C(O2)c1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc(cc1)OC1C(C(C(C(O1)CO)O)O)O	1	597.161	specs_ms.pklbin	CCMSLIB00001057110	7.6261e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1367	M-H	N/A	-1	UNPD89189	Other	GCYounkin	293.09	N/A	N/A	qTof	Negative	LC-ESI	292.083	lib-00027.mgf	Bronze	3	0.492589	6.06	0.00177002	PRIVATE-USER	TAKursar	292.083	N/A	0	8	OC(=O)CCC(NC(=O)C=C/c1ccc(O)cc1)C(=O)O	1	292.081	specs_ms.pklbin	CCMSLIB00004636558	22234.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3018	M-H	N/A	-1	UNPD155631	Other	GCYounkin	496.085	N/A	N/A	qTof	Negative	LC-ESI	495.078	lib-00027.mgf	Bronze	3	0.490069	2.46568	0.0012207	PRIVATE-USER	TAKursar	495.078	N/A	0	6	OC1CC(O)(CC(OC(=O)c2cc(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c2)C1O)C(=O)O	1	495.077	specs_ms.pklbin	CCMSLIB00004475135	6407.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
295	M-H	N/A	-1	UNPD196055	Other	GCYounkin	318.038	N/A	N/A	qTof	Negative	LC-ESI	317.03	lib-00027.mgf	Bronze	3	0.48899	5.00556	0.00158691	PRIVATE-USER	TAKursar	317.03	N/A	0	7	Oc1cc(O)c2C(=O)C(O)(Oc2c1)C(=O)c3ccc(O)c(O)c3	1	317.029	specs_ms.pklbin	CCMSLIB00004523315	910899	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1572	M-H	N/A	-1	UNPD193330	Other	GCYounkin	608.101	N/A	N/A	qTof	Negative	LC-ESI	607.094	lib-00027.mgf	Bronze	3	0.488766	8.64614	0.00524902	PRIVATE-USER	TAKursar	607.094	N/A	0	6	OCC1OC(OC(=O)c2ccc(O)c(O)c2O)C(O)C(OC(=O)C3CC(=O)C4OC(=O)c5cc(O)c(O)c(O)c5C34)C1O	1	607.089	specs_ms.pklbin	CCMSLIB00004520046	37508.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3287	M-H	N/A	-1	UNPD153332	Other	GCYounkin	780.466	N/A	N/A	qTof	Negative	LC-ESI	779.459	lib-00027.mgf	Bronze	3	0.487213	0.783045	0.000610352	PRIVATE-USER	TAKursar	779.459	N/A	0	7	CC(CC=CC(C)(C)OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C4C=CC56OCC4(CCC23C)C5CCC(OC7OC(CO)C(O)C(O)C7O)C6(C)C	1	779.459	specs_ms.pklbin	CCMSLIB00004472329	165926	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
151	M-H	N/A	-1	Di_Gallocatechin_Type_B	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00025.mgf	Bronze	3	0.486313	2.00403	0.0012207	PRIVATE-USER	TAKursar	609.125	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	609.124	specs_ms.pklbin	CCMSLIB00001056858	1.05105e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1557	M-H	N/A	-1	UNPD227194	Other	GCYounkin	586.096	N/A	N/A	qTof	Negative	LC-ESI	585.089	lib-00027.mgf	Bronze	3	0.484566	1.56477	0.000915527	PRIVATE-USER	TAKursar	585.089	N/A	0	8	O[C@H]1[C@H](O)[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)O[C@@H]1COC(=O)c5cc(O)c(O)c(O)c5	1	585.088	specs_ms.pklbin	CCMSLIB00004553133	74591.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3006	M-H	N/A	-1	UNPD153332	Other	GCYounkin	780.466	N/A	N/A	qTof	Negative	LC-ESI	779.459	lib-00027.mgf	Bronze	3	0.482518	0.0783045	6.10352e-05	PRIVATE-USER	TAKursar	779.459	N/A	0	9	CC(CC=CC(C)(C)OC1OC(CO)C(O)C(O)C1O)C2CCC3(C)C4C=CC56OCC4(CCC23C)C5CCC(OC7OC(CO)C(O)C(O)C7O)C6(C)C	1	779.459	specs_ms.pklbin	CCMSLIB00004472329	273890	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
130	M-H	N/A	-1	Cinnamyl_EchinocysticAcid_Pyranoside_Ribopyranoside	Other	GCYounkin	896.492	N/A	N/A	qTof	Negative	LC-ESI	895.485	lib-00026.mgf	Bronze	3	0.481127	0.681588	0.000610352	PRIVATE-USER	TAKursar	895.485	N/A	0	11	OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C=Cc2ccccc2)(C)C)C(C(C1O)O)OC1OCC(C(C1O)O)O	1	895.484	specs_ms.pklbin	CCMSLIB00003743072	250518	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2765	M-H	N/A	-1	UNPD105149	Other	GCYounkin	312.106	N/A	N/A	qTof	Negative	LC-ESI	311.098	lib-00027.mgf	Bronze	3	0.48022	59.9368	0.0186462	PRIVATE-USER	TAKursar	311.098	N/A	0	6	OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C=O	1	311.08	specs_ms.pklbin	CCMSLIB00004483742	12380.2	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1806	M-H	N/A	-1	UNPD45690	Other	GCYounkin	616.106	N/A	N/A	qTof	Negative	LC-ESI	615.099	lib-00027.mgf	Bronze	3	0.479249	1.98456	0.0012207	PRIVATE-USER	TAKursar	615.099	N/A	0	6	OCC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)C(O)C(O)C1OC(=O)c5cc(O)c(O)c(O)c5	1	615.098	specs_ms.pklbin	CCMSLIB00004584568	2.68883e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3167	M-H	N/A	-1	UNPD126663	Other	GCYounkin	517.104	N/A	N/A	qTof	Negative	LC-ESI	516.097	lib-00027.mgf	Bronze	3	0.478833	34.0597	0.0175781	PRIVATE-USER	TAKursar	516.097	N/A	0	6	NCCSC1C(OC(=O)c2cc(O)c(O)c(O)c2)C(Oc3cc(O)cc(O)c13)c4ccc(O)c(O)c4	1	516.079	specs_ms.pklbin	CCMSLIB00004657981	348037	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2324	M-H	N/A	-1	UNPD19391	Other	GCYounkin	562.148	N/A	N/A	qTof	Negative	LC-ESI	561.14	lib-00027.mgf	Bronze	3	0.477933	4.78587	0.00268555	PRIVATE-USER	TAKursar	561.14	N/A	0	11	OC1Cc2c(O)cc(Oc3cc(ccc3O)C4Oc5cc(O)cc(O)c5CC4O)cc2OC1c6ccc(O)c(O)c6	1	561.138	specs_ms.pklbin	CCMSLIB00004520724	25879.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1495	M-H	N/A	-1	UNPD79506	Other	GCYounkin	796.461	N/A	N/A	qTof	Negative	LC-ESI	795.454	lib-00027.mgf	Bronze	3	0.477421	0.23019	0.000183105	PRIVATE-USER	TAKursar	795.454	N/A	0	7	CC(CCC(=O)C(=C)C)C1C(CC2(C)C3CC(O)C4C(C)(C)C(CCC45CC35CCC12C)OC6OC(CO)C(O)C(O)C6O)OC7OC(CO)C(O)C(O)C7O	1	795.453	specs_ms.pklbin	CCMSLIB00004624930	95241	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1159	M-H	N/A	-1	UNPD171893	Other	GCYounkin	850.211	N/A	N/A	qTof	Negative	LC-ESI	849.204	lib-00027.mgf	Bronze	3	0.475881	1.58122	0.00134277	PRIVATE-USER	TAKursar	849.204	N/A	0	14	OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3ccc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9	1	849.202	specs_ms.pklbin	CCMSLIB00004494472	100267	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1927	M-H	N/A	-1	UNPD132332	Other	GCYounkin	676.367	N/A	N/A	qTof	Negative	LC-ESI	675.36	lib-00027.mgf	Bronze	3	0.47564	3.5246	0.00238037	PRIVATE-USER	TAKursar	675.36	N/A	0	7	CCC=C/CC=C/CC=C/CCCCCCCC(=O)OCC(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	1	675.362	specs_ms.pklbin	CCMSLIB00004664846	134772	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
523	M-H	N/A	-1	UNPD204893	Other	GCYounkin	648.096	N/A	N/A	qTof	Negative	LC-ESI	647.089	lib-00027.mgf	Bronze	3	0.47474	1.32052	0.000854492	PRIVATE-USER	TAKursar	647.089	N/A	0	6	O[C@@H]1[C@@H](C[C@@](C[C@H]1OC(=O)c2cc(O)c(O)c(O)c2)(OC(=O)c3cc(O)c(O)c(O)c3)C(=O)O)OC(=O)c4cc(O)c(O)c(O)c4	1	647.088	specs_ms.pklbin	CCMSLIB00004529189	3.6349e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2513	M-H	N/A	-1	EchinocysticAcid_MethoxyFerulicAcid_Pyranoside_Pyranoside	Other	GCYounkin	986.524	N/A	N/A	qTof	Negative	LC-ESI	985.517	lib-00026.mgf	Bronze	3	0.474721	2.04376	0.00201416	PRIVATE-USER	TAKursar	985.517	N/A	0	11	OCC1OC(OC(=O)C23CCC(CC3C3=CCC4C(C3(CC2O)C)(C)CCC2C4(C)CCC(C2(C)C)OC(=O)C=Cc2ccc(c(c2)OC)OC)(C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O	1	985.515	specs_ms.pklbin	CCMSLIB00003764291	23464.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3095	M-H	N/A	-1	UNPD88978	Other	GCYounkin	604.143	N/A	N/A	qTof	Negative	LC-ESI	603.136	lib-00027.mgf	Bronze	3	0.472948	1.61914	0.000976562	PRIVATE-USER	TAKursar	603.136	N/A	0	7	OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(Oc3cc(O)c(C(=O)CCc4ccc(O)c(O)c4)c(O)c3)C1O	1	603.135	specs_ms.pklbin	CCMSLIB00004636329	6.94013e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1720	M-H	N/A	-1	Di_Catechin_Type_B_Gallate	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00025.mgf	Bronze	3	0.470286	1.0882	0.000793457	PRIVATE-USER	TAKursar	729.146	N/A	0	9	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	729.145	specs_ms.pklbin	CCMSLIB00001056705	174971	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
619	M-H	N/A	-1	UNPD24482	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00027.mgf	Bronze	3	0.468393	2.30463	0.00140381	PRIVATE-USER	TAKursar	609.125	N/A	0	6	OC1C(O)C(COC(=O)C=Cc2ccc(O)cc2)OC(Oc3cc4OC(=CC(=O)c4c(O)c3O)c5ccc(O)c(O)c5)C1O	1	609.124	specs_ms.pklbin	CCMSLIB00004559104	585537	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2173	M-H	N/A	-1	UNPD109920	Other	GCYounkin	596.153	N/A	N/A	qTof	Negative	LC-ESI	595.146	lib-00027.mgf	Bronze	3	0.466989	2.76898	0.00164795	PRIVATE-USER	TAKursar	595.146	N/A	0	9	OCc1cc(O)c2C(=O)c3c(O)ccc(O)c3C(C4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4O)c2c1	1	595.144	specs_ms.pklbin	CCMSLIB00004532760	629479	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1525	M-H	N/A	-1	UNPD14129	Other	GCYounkin	882.201	N/A	N/A	qTof	Negative	LC-ESI	881.193	lib-00027.mgf	Bronze	3	0.466855	2.21645	0.00195312	PRIVATE-USER	TAKursar	881.193	N/A	0	13	OC1C(O)c2c(O)cc(O)c(C3C(O)C(Oc4c3c(O)cc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9	1	881.192	specs_ms.pklbin	CCMSLIB00004675572	269896	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2441	M-H	n/a	1	NCGC00179867-02![(2R,3R,4S,5R,6S)-3,5-dihydroxy-4,6-bis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate	isolated	lfnothias	636.096	InChI=1S/C27H24O18/c28-11-1-8(2-12(29)18(11)34)24(39)42-7-17-21(37)23(44-25(40)9-3-13(30)19(35)14(31)4-9)22(38)27(43-17)45-26(41)10-5-15(32)20(36)16(33)6-10/h1-6,17,21-23,27-38H,7H2/t17-,21-,22-,23+,27+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	negative	LC-ESI	635.089	lib-00017.mgf	Gold	1	0.4664	2.30652	0.00146484	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_NEGATIVE	Jadhav/Dorrestein	635.089	n/a	0	9	O[C@@H]1[C@@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@H]1OC(=O)C4=CC(O)=C(O)C(O)=C4	1	635.088	specs_ms.pklbin	CCMSLIB00000845184	1.18269e+06	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2427	M-H	N/A	-1	UNPD169931	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00027.mgf	Bronze	3	0.465881	1.42303	0.0010376	PRIVATE-USER	TAKursar	729.146	N/A	0	10	OC1C(Oc2cc(O)cc(O)c2C1c3c(O)cc(O)c4CC(OC(=O)c5cc(O)c(O)c(O)c5)C(Oc34)c6ccc(O)c(O)c6)c7ccc(O)c(O)c7	1	729.145	specs_ms.pklbin	CCMSLIB00004492081	1.01596e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1010	M-H	N/A	-1	Di_Gallocatechin_Type_B	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00025.mgf	Bronze	3	0.465864	1.70342	0.0010376	PRIVATE-USER	TAKursar	609.125	N/A	0	8	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	609.124	specs_ms.pklbin	CCMSLIB00001056858	114644	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1080	M-H	N/A	-1	UNPD171893	Other	GCYounkin	850.211	N/A	N/A	qTof	Negative	LC-ESI	849.204	lib-00027.mgf	Bronze	3	0.465573	0.359367	0.000305176	PRIVATE-USER	TAKursar	849.204	N/A	0	12	OC1Cc2c(O)cc(O)c(C3C(O)C(Oc4c3ccc(O)c4C5C(O)C(Oc6cc(O)cc(O)c56)c7ccc(O)c(O)c7)c8ccc(O)c(O)c8)c2OC1c9ccc(O)c(O)c9	1	849.203	specs_ms.pklbin	CCMSLIB00004494472	1.47668e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2241	M-H	N/A	-1	UNPD87041	Other	GCYounkin	414.131	N/A	N/A	qTof	Negative	LC-ESI	413.124	lib-00027.mgf	Bronze	3	0.465086	38.9296	0.0160828	PRIVATE-USER	TAKursar	413.124	N/A	0	7	COc1cc(C=CC(=O)OC(CO)COC(=O)C=Cc2ccc(O)cc2)ccc1O	1	413.108	specs_ms.pklbin	CCMSLIB00004634034	20945.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1565	M-H	N/A	-1	Afzelechin_Catechin_Type_B_Gallate	Other	GCYounkin	714.158	N/A	N/A	qTof	Negative	LC-ESI	713.151	lib-00025.mgf	Bronze	3	0.464486	1.54053	0.00109863	PRIVATE-USER	TAKursar	713.151	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(cc1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(cc1)O)O	1	713.15	specs_ms.pklbin	CCMSLIB00001056363	147181	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3021	M-H	N/A	-1	Di_Hydro_Quercetin_Pentose_Gallate	Other	GCYounkin	588.112	N/A	N/A	qTof	Negative	LC-ESI	587.104	lib-00025.mgf	Bronze	3	0.461989	1.0396	0.000610352	PRIVATE-USER	TAKursar	587.104	N/A	0	8	c12c(c(cc(c1)O)O)C(=O)C(C(O2)c1cc(c(cc1)O)O)OC(=O)c1cc(c(c(c1)OC1OC(C(C1O)O)CO)O)O	1	587.104	specs_ms.pklbin	CCMSLIB00001057601	728964	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3254	M-H	N/A	-1	UNPD147577	Other	GCYounkin	600.112	N/A	N/A	qTof	Negative	LC-ESI	599.104	lib-00027.mgf	Bronze	3	0.461427	18.4398	0.0110474	PRIVATE-USER	TAKursar	599.104	N/A	0	7	OC1C(O)C(COC(=O)c2cc(O)c(O)c(O)c2)OC(OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)cc5)C1O	1	599.093	specs_ms.pklbin	CCMSLIB00004465451	11300.7	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1008	M-H	N/A	-1	EchinocysticAcid_MethoxyFerulicAcid_Pyranoside_Ribopyranoside	Other	GCYounkin	956.513	N/A	N/A	qTof	Negative	LC-ESI	955.506	lib-00026.mgf	Bronze	3	0.461251	0.191632	0.000183105	PRIVATE-USER	TAKursar	955.506	N/A	0	11	OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CC(C2(C3CC(C)(C)CC2)C(=O)OC2OCC(C(C2O)O)O)O)C)C)C(C(C1O)O)OC(=O)C=Cc1ccc(c(c1)OC)OC	1	955.506	specs_ms.pklbin	CCMSLIB00003771111	20276.6	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3084	M-H	N/A	-1	Di_Catechin_Type_B_Gallate	Other	GCYounkin	730.153	N/A	N/A	qTof	Negative	LC-ESI	729.146	lib-00025.mgf	Bronze	3	0.461071	1.50674	0.00109863	PRIVATE-USER	TAKursar	729.146	N/A	0	9	c12c(c(cc(c1)O)O)C(C(C(O2)c1ccc(c(c1)O)O)O)c1c2c(c(cc1O)OC(=O)c1cc(c(c(c1)O)O)O)CC(C(O2)c1ccc(c(c1)O)O)O	1	729.145	specs_ms.pklbin	CCMSLIB00001056705	606488	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
88	M-H	N/A	-1	UNPD44736	Other	GCYounkin	594.137	N/A	N/A	qTof	Negative	LC-ESI	593.13	lib-00027.mgf	Bronze	3	0.460212	2.67549	0.00158691	PRIVATE-USER	TAKursar	593.13	N/A	0	8	OC1C(OC2C(O)C(Oc3cc(O)cc(O)c23)c4ccc(O)c(O)c4)c5c(O)cc(O)cc5OC1c6ccc(O)c(O)c6	1	593.128	specs_ms.pklbin	CCMSLIB00004583429	459780	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
225	M-H	N/A	-1	Di_Gallocatechin_Type_B	Other	GCYounkin	610.132	N/A	N/A	qTof	Negative	LC-ESI	609.125	lib-00025.mgf	Bronze	3	0.459944	1.80362	0.00109863	PRIVATE-USER	TAKursar	609.125	N/A	0	7	c12c(c(cc(c1)O)O)C(C(C(O2)c1cc(c(c(c1)O)O)O)O)c1c2c(c(cc1O)O)CC(C(O2)c1cc(c(c(c1)O)O)O)O	1	609.124	specs_ms.pklbin	CCMSLIB00001056858	317188	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2661	M-H	N/A	-1	UNPD126663	Other	GCYounkin	517.104	N/A	N/A	qTof	Negative	LC-ESI	516.097	lib-00027.mgf	Bronze	3	0.459516	35.0058	0.0180664	PRIVATE-USER	TAKursar	516.097	N/A	0	7	NCCSC1C(OC(=O)c2cc(O)c(O)c(O)c2)C(Oc3cc(O)cc(O)c13)c4ccc(O)c(O)c4	1	516.079	specs_ms.pklbin	CCMSLIB00004657981	43815.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
